start_time,trip_count
"12/2/2013 10",35
"12/2/2013 11",30
"12/2/2013 12",38
"12/2/2013 13",29
"12/2/2013 14",32
"12/2/2013 15",26
"12/2/2013 16",93
"12/2/2013 17",102
"12/2/2013 18",72
"12/2/2013 19",42
"12/2/2013 2",1
"12/2/2013 20",21
"12/2/2013 21",12
"12/2/2013 22",13
"12/2/2013 23",8
"12/2/2013 4",2
"12/2/2013 5",8
"12/2/2013 6",27
"12/2/2013 7",57
"12/2/2013 8",130
"12/2/2013 9",100
"12/2/2014 10",13
"12/2/2014 11",9
"12/2/2014 12",12
"12/2/2014 13",20
"12/2/2014 14",8
"12/2/2014 15",19
"12/2/2014 16",54
"12/2/2014 17",73
"12/2/2014 18",67
"12/2/2014 19",35
"12/2/2014 2",1
"12/2/2014 20",12
"12/2/2014 21",16
"12/2/2014 22",4
"12/2/2014 23",1
"12/2/2014 4",1
"12/2/2014 6",8
"12/2/2014 7",28
"12/2/2014 8",48
"12/2/2014 9",62
"12/20/2013 0",1
"12/20/2013 1",1
"12/20/2013 10",43
"12/20/2013 11",47
"12/20/2013 12",47
"12/20/2013 13",47
"12/20/2013 14",39
"12/20/2013 15",45
"12/20/2013 16",100
"12/20/2013 17",97
"12/20/2013 18",54
"12/20/2013 19",31
"12/20/2013 2",1
"12/20/2013 20",18
"12/20/2013 21",9
"12/20/2013 22",15
"12/20/2013 23",9
"12/20/2013 5",6
"12/20/2013 6",16
"12/20/2013 7",48
"12/20/2013 8",101
"12/20/2013 9",92
"12/20/2014 0",3
"12/20/2014 10",13
"12/20/2014 11",35
"12/20/2014 12",27
"12/20/2014 13",42
"12/20/2014 14",30
"12/20/2014 15",42
"12/20/2014 16",25
"12/20/2014 17",19
"12/20/2014 18",14
"12/20/2014 19",10
"12/20/2014 2",2
"12/20/2014 20",10
"12/20/2014 21",6
"12/20/2014 22",3
"12/20/2014 6",2
"12/20/2014 7",3
"12/20/2014 8",8
"12/20/2014 9",11
"12/21/2013 0",8
"12/21/2013 1",8
"12/21/2013 10",26
"12/21/2013 11",27
"12/21/2013 12",40
"12/21/2013 13",36
"12/21/2013 14",29
"12/21/2013 15",33
"12/21/2013 16",37
"12/21/2013 17",28
"12/21/2013 18",15
"12/21/2013 19",8
"12/21/2013 2",5
"12/21/2013 20",7
"12/21/2013 21",3
"12/21/2013 22",4
"12/21/2013 23",5
"12/21/2013 6",3
"12/21/2013 7",5
"12/21/2013 8",10
"12/21/2013 9",17
"12/21/2014 0",4
"12/21/2014 1",7
"12/21/2014 10",13
"12/21/2014 11",17
"12/21/2014 12",19
"12/21/2014 13",22
"12/21/2014 14",27
"12/21/2014 15",19
"12/21/2014 16",16
"12/21/2014 17",17
"12/21/2014 18",17
"12/21/2014 19",11
"12/21/2014 20",10
"12/21/2014 21",7
"12/21/2014 22",4
"12/21/2014 23",5
"12/21/2014 6",1
"12/21/2014 7",5
"12/21/2014 8",7
"12/21/2014 9",18
"12/22/2013 0",7
"12/22/2013 1",12
"12/22/2013 10",26
"12/22/2013 11",44
"12/22/2013 12",36
"12/22/2013 13",29
"12/22/2013 14",19
"12/22/2013 15",31
"12/22/2013 16",26
"12/22/2013 17",18
"12/22/2013 18",7
"12/22/2013 19",7
"12/22/2013 2",2
"12/22/2013 20",4
"12/22/2013 21",10
"12/22/2013 22",1
"12/22/2013 23",2
"12/22/2013 7",1
"12/22/2013 8",7
"12/22/2013 9",18
"12/22/2014 0",3
"12/22/2014 1",2
"12/22/2014 10",47
"12/22/2014 11",54
"12/22/2014 12",49
"12/22/2014 13",42
"12/22/2014 14",48
"12/22/2014 15",46
"12/22/2014 16",102
"12/22/2014 17",139
"12/22/2014 18",77
"12/22/2014 19",39
"12/22/2014 2",7
"12/22/2014 20",19
"12/22/2014 21",15
"12/22/2014 22",10
"12/22/2014 23",6
"12/22/2014 4",1
"12/22/2014 5",5
"12/22/2014 6",26
"12/22/2014 7",65
"12/22/2014 8",120
"12/22/2014 9",99
"12/23/2013 0",2
"12/23/2013 1",2
"12/23/2013 10",26
"12/23/2013 11",39
"12/23/2013 12",48
"12/23/2013 13",38
"12/23/2013 14",41
"12/23/2013 15",55
"12/23/2013 16",61
"12/23/2013 17",87
"12/23/2013 18",25
"12/23/2013 19",14
"12/23/2013 20",15
"12/23/2013 21",12
"12/23/2013 22",7
"12/23/2013 23",5
"12/23/2013 3",1
"12/23/2013 4",1
"12/23/2013 5",7
"12/23/2013 6",13
"12/23/2013 7",36
"12/23/2013 8",68
"12/23/2013 9",48
"12/23/2014 0",5
"12/23/2014 1",2
"12/23/2014 10",37
"12/23/2014 11",45
"12/23/2014 12",42
"12/23/2014 13",44
"12/23/2014 14",50
"12/23/2014 15",66
"12/23/2014 16",88
"12/23/2014 17",82
"12/23/2014 18",39
"12/23/2014 19",27
"12/23/2014 2",1
"12/23/2014 20",14
"12/23/2014 21",12
"12/23/2014 22",5
"12/23/2014 23",3
"12/23/2014 5",5
"12/23/2014 6",18
"12/23/2014 7",55
"12/23/2014 8",105
"12/23/2014 9",61
"12/24/2013 0",3
"12/24/2013 10",24
"12/24/2013 11",32
"12/24/2013 12",28
"12/24/2013 13",30
"12/24/2013 14",36
"12/24/2013 15",21
"12/24/2013 16",24
"12/24/2013 17",17
"12/24/2013 18",8
"12/24/2013 19",11
"12/24/2013 2",1
"12/24/2013 20",14
"12/24/2013 21",3
"12/24/2013 22",3
"12/24/2013 23",1
"12/24/2013 4",1
"12/24/2013 5",3
"12/24/2013 6",5
"12/24/2013 7",16
"12/24/2013 8",24
"12/24/2013 9",31
"12/24/2014 0",4
"12/24/2014 1",1
"12/24/2014 10",48
"12/24/2014 11",23
"12/24/2014 12",34
"12/24/2014 13",23
"12/24/2014 14",16
"12/24/2014 15",21
"12/24/2014 16",19
"12/24/2014 17",13
"12/24/2014 18",10
"12/24/2014 19",4
"12/24/2014 2",1
"12/24/2014 20",3
"12/24/2014 21",3
"12/24/2014 22",3
"12/24/2014 23",4
"12/24/2014 4",1
"12/24/2014 5",1
"12/24/2014 6",7
"12/24/2014 7",20
"12/24/2014 8",27
"12/24/2014 9",22
"12/25/2013 1",7
"12/25/2013 10",17
"12/25/2013 11",26
"12/25/2013 12",33
"12/25/2013 13",24
"12/25/2013 14",44
"12/25/2013 15",45
"12/25/2013 16",40
"12/25/2013 17",17
"12/25/2013 18",17
"12/25/2013 19",18
"12/25/2013 2",16
"12/25/2013 20",4
"12/25/2013 21",6
"12/25/2013 22",11
"12/25/2013 23",2
"12/25/2013 3",7
"12/25/2013 7",3
"12/25/2013 8",9
"12/25/2013 9",14
"12/25/2014 0",1
"12/25/2014 1",1
"12/25/2014 10",9
"12/25/2014 11",21
"12/25/2014 12",30
"12/25/2014 13",23
"12/25/2014 14",18
"12/25/2014 15",7
"12/25/2014 16",12
"12/25/2014 17",5
"12/25/2014 18",7
"12/25/2014 19",3
"12/25/2014 20",2
"12/25/2014 21",1
"12/25/2014 22",1
"12/25/2014 6",1
"12/25/2014 7",2
"12/25/2014 9",6
"12/26/2013 0",1
"12/26/2013 1",7
"12/26/2013 10",28
"12/26/2013 11",25
"12/26/2013 12",39
"12/26/2013 13",32
"12/26/2013 14",41
"12/26/2013 15",33
"12/26/2013 16",33
"12/26/2013 17",46
"12/26/2013 18",16
"12/26/2013 19",14
"12/26/2013 20",5
"12/26/2013 21",4
"12/26/2013 22",2
"12/26/2013 23",3
"12/26/2013 5",2
"12/26/2013 6",9
"12/26/2013 7",19
"12/26/2013 8",35
"12/26/2013 9",28
"12/26/2014 10",21
"12/26/2014 11",31
"12/26/2014 12",40
"12/26/2014 13",38
"12/26/2014 14",24
"12/26/2014 15",34
"12/26/2014 16",36
"12/26/2014 17",17
"12/26/2014 18",14
"12/26/2014 19",11
"12/26/2014 20",2
"12/26/2014 21",6
"12/26/2014 22",5
"12/26/2014 23",4
"12/26/2014 5",2
"12/26/2014 6",4
"12/26/2014 7",8
"12/26/2014 8",12
"12/26/2014 9",20
"12/27/2013 10",26
"12/27/2013 11",23
"12/27/2013 12",48
"12/27/2013 13",32
"12/27/2013 14",36
"12/27/2013 15",34
"12/27/2013 16",29
"12/27/2013 17",34
"12/27/2013 18",24
"12/27/2013 19",19
"12/27/2013 20",9
"12/27/2013 21",4
"12/27/2013 22",11
"12/27/2013 23",8
"12/27/2013 5",3
"12/27/2013 6",12
"12/27/2013 7",24
"12/27/2013 8",30
"12/27/2013 9",19
"12/27/2014 0",1
"12/27/2014 1",1
"12/27/2014 10",18
"12/27/2014 11",35
"12/27/2014 12",25
"12/27/2014 13",26
"12/27/2014 14",15
"12/27/2014 15",15
"12/27/2014 16",21
"12/27/2014 17",11
"12/27/2014 18",17
"12/27/2014 19",10
"12/27/2014 20",4
"12/27/2014 21",2
"12/27/2014 22",5
"12/27/2014 23",7
"12/27/2014 6",2
"12/27/2014 7",3
"12/27/2014 8",4
"12/27/2014 9",9
"12/28/2013 0",2
"12/28/2013 1",1
"12/28/2013 10",31
"12/28/2013 11",37
"12/28/2013 12",57
"12/28/2013 13",40
"12/28/2013 14",36
"12/28/2013 15",41
"12/28/2013 16",41
"12/28/2013 17",13
"12/28/2013 18",17
"12/28/2013 19",9
"12/28/2013 20",10
"12/28/2013 21",8
"12/28/2013 22",20
"12/28/2013 23",1
"12/28/2013 3",1
"12/28/2013 6",2
"12/28/2013 7",5
"12/28/2013 8",11
"12/28/2013 9",20
"12/28/2014 0",1
"12/28/2014 1",4
"12/28/2014 10",29
"12/28/2014 11",19
"12/28/2014 12",45
"12/28/2014 13",44
"12/28/2014 14",29
"12/28/2014 15",26
"12/28/2014 16",19
"12/28/2014 17",17
"12/28/2014 18",8
"12/28/2014 19",7
"12/28/2014 20",10
"12/28/2014 21",5
"12/28/2014 22",5
"12/28/2014 23",2
"12/28/2014 6",1
"12/28/2014 7",2
"12/28/2014 8",2
"12/28/2014 9",22
"12/29/2013 0",4
"12/29/2013 1",2
"12/29/2013 10",23
"12/29/2013 11",34
"12/29/2013 12",29
"12/29/2013 13",29
"12/29/2013 14",41
"12/29/2013 15",42
"12/29/2013 16",34
"12/29/2013 17",16
"12/29/2013 18",9
"12/29/2013 19",2
"12/29/2013 2",2
"12/29/2013 20",5
"12/29/2013 21",6
"12/29/2013 22",3
"12/29/2013 23",8
"12/29/2013 3",1
"12/29/2013 4",1
"12/29/2013 6",1
"12/29/2013 7",2
"12/29/2013 8",6
"12/29/2013 9",18
"12/29/2014 0",4
"12/29/2014 1",4
"12/29/2014 10",22
"12/29/2014 11",33
"12/29/2014 12",31
"12/29/2014 13",31
"12/29/2014 14",25
"12/29/2014 15",35
"12/29/2014 16",69
"12/29/2014 17",86
"12/29/2014 18",46
"12/29/2014 19",12
"12/29/2014 20",13
"12/29/2014 21",4
"12/29/2014 22",4
"12/29/2014 23",4
"12/29/2014 4",2
"12/29/2014 5",4
"12/29/2014 6",12
"12/29/2014 7",56
"12/29/2014 8",83
"12/29/2014 9",47
"12/3/2013 0",2
"12/3/2013 1",2
"12/3/2013 10",33
"12/3/2013 11",33
"12/3/2013 12",36
"12/3/2013 13",34
"12/3/2013 14",26
"12/3/2013 15",43
"12/3/2013 16",76
"12/3/2013 17",117
"12/3/2013 18",82
"12/3/2013 19",43
"12/3/2013 20",19
"12/3/2013 21",14
"12/3/2013 22",11
"12/3/2013 23",6
"12/3/2013 4",1
"12/3/2013 5",7
"12/3/2013 6",19
"12/3/2013 7",73
"12/3/2013 8",133
"12/3/2013 9",107
"12/3/2014 0",1
"12/3/2014 10",30
"12/3/2014 11",14
"12/3/2014 12",20
"12/3/2014 13",19
"12/3/2014 14",18
"12/3/2014 15",22
"12/3/2014 16",85
"12/3/2014 17",130
"12/3/2014 18",88
"12/3/2014 19",33
"12/3/2014 2",1
"12/3/2014 20",30
"12/3/2014 21",18
"12/3/2014 22",12
"12/3/2014 23",5
"12/3/2014 4",1
"12/3/2014 5",4
"12/3/2014 6",16
"12/3/2014 7",49
"12/3/2014 8",107
"12/3/2014 9",101
"12/30/2013 0",1
"12/30/2013 1",2
"12/30/2013 10",31
"12/30/2013 11",29
"12/30/2013 12",50
"12/30/2013 13",54
"12/30/2013 14",28
"12/30/2013 15",45
"12/30/2013 16",60
"12/30/2013 17",80
"12/30/2013 18",31
"12/30/2013 19",8
"12/30/2013 20",12
"12/30/2013 21",5
"12/30/2013 22",6
"12/30/2013 23",2
"12/30/2013 4",1
"12/30/2013 5",2
"12/30/2013 6",22
"12/30/2013 7",32
"12/30/2013 8",60
"12/30/2013 9",44
"12/30/2014 0",2
"12/30/2014 10",22
"12/30/2014 11",21
"12/30/2014 12",29
"12/30/2014 13",14
"12/30/2014 14",24
"12/30/2014 15",24
"12/30/2014 16",52
"12/30/2014 17",54
"12/30/2014 18",34
"12/30/2014 19",15
"12/30/2014 2",1
"12/30/2014 20",8
"12/30/2014 21",2
"12/30/2014 22",2
"12/30/2014 23",1
"12/30/2014 4",1
"12/30/2014 5",4
"12/30/2014 6",12
"12/30/2014 7",48
"12/30/2014 8",68
"12/30/2014 9",48
"12/31/2013 0",1
"12/31/2013 1",3
"12/31/2013 10",24
"12/31/2013 11",47
"12/31/2013 12",39
"12/31/2013 13",34
"12/31/2013 14",41
"12/31/2013 15",56
"12/31/2013 16",45
"12/31/2013 17",32
"12/31/2013 18",20
"12/31/2013 19",11
"12/31/2013 2",2
"12/31/2013 20",16
"12/31/2013 21",7
"12/31/2013 22",2
"12/31/2013 23",7
"12/31/2013 3",1
"12/31/2013 5",4
"12/31/2013 6",10
"12/31/2013 7",26
"12/31/2013 8",44
"12/31/2013 9",33
"12/31/2014 0",1
"12/31/2014 1",3
"12/31/2014 10",12
"12/31/2014 11",23
"12/31/2014 12",36
"12/31/2014 13",32
"12/31/2014 14",26
"12/31/2014 15",40
"12/31/2014 16",26
"12/31/2014 17",39
"12/31/2014 18",17
"12/31/2014 19",5
"12/31/2014 2",2
"12/31/2014 20",3
"12/31/2014 21",2
"12/31/2014 22",6
"12/31/2014 23",7
"12/31/2014 3",1
"12/31/2014 5",3
"12/31/2014 6",5
"12/31/2014 7",23
"12/31/2014 8",45
"12/31/2014 9",29
"12/4/2013 0",3
"12/4/2013 1",4
"12/4/2013 10",46
"12/4/2013 11",36
"12/4/2013 12",42
"12/4/2013 13",49
"12/4/2013 14",34
"12/4/2013 15",40
"12/4/2013 16",88
"12/4/2013 17",111
"12/4/2013 18",88
"12/4/2013 19",41
"12/4/2013 2",1
"12/4/2013 20",39
"12/4/2013 21",20
"12/4/2013 22",10
"12/4/2013 23",8
"12/4/2013 4",2
"12/4/2013 5",5
"12/4/2013 6",26
"12/4/2013 7",78
"12/4/2013 8",131
"12/4/2013 9",90
"12/4/2014 0",1
"12/4/2014 1",1
"12/4/2014 10",39
"12/4/2014 11",31
"12/4/2014 12",31
"12/4/2014 13",30
"12/4/2014 14",34
"12/4/2014 15",47
"12/4/2014 16",88
"12/4/2014 17",158
"12/4/2014 18",120
"12/4/2014 19",57
"12/4/2014 2",1
"12/4/2014 20",29
"12/4/2014 21",21
"12/4/2014 22",17
"12/4/2014 23",10
"12/4/2014 4",1
"12/4/2014 5",7
"12/4/2014 6",31
"12/4/2014 7",83
"12/4/2014 8",169
"12/4/2014 9",119
"12/5/2013 0",3
"12/5/2013 1",1
"12/5/2013 10",43
"12/5/2013 11",35
"12/5/2013 12",49
"12/5/2013 13",43
"12/5/2013 14",30
"12/5/2013 15",49
"12/5/2013 16",70
"12/5/2013 17",105
"12/5/2013 18",86
"12/5/2013 19",40
"12/5/2013 20",17
"12/5/2013 21",14
"12/5/2013 22",15
"12/5/2013 23",5
"12/5/2013 4",1
"12/5/2013 5",7
"12/5/2013 6",30
"12/5/2013 7",68
"12/5/2013 8",122
"12/5/2013 9",103
"12/5/2014 0",2
"12/5/2014 1",1
"12/5/2014 10",54
"12/5/2014 11",38
"12/5/2014 12",45
"12/5/2014 13",31
"12/5/2014 14",25
"12/5/2014 15",41
"12/5/2014 16",82
"12/5/2014 17",113
"12/5/2014 18",90
"12/5/2014 19",34
"12/5/2014 2",1
"12/5/2014 20",13
"12/5/2014 21",13
"12/5/2014 22",8
"12/5/2014 23",7
"12/5/2014 4",1
"12/5/2014 5",4
"12/5/2014 6",31
"12/5/2014 7",69
"12/5/2014 8",166
"12/5/2014 9",111
"12/6/2013 0",2
"12/6/2013 10",39
"12/6/2013 11",43
"12/6/2013 12",43
"12/6/2013 13",51
"12/6/2013 14",22
"12/6/2013 15",31
"12/6/2013 16",83
"12/6/2013 17",78
"12/6/2013 18",26
"12/6/2013 19",11
"12/6/2013 20",8
"12/6/2013 21",5
"12/6/2013 23",3
"12/6/2013 4",2
"12/6/2013 5",5
"12/6/2013 6",20
"12/6/2013 7",50
"12/6/2013 8",108
"12/6/2013 9",97
"12/6/2014 0",3
"12/6/2014 1",4
"12/6/2014 10",40
"12/6/2014 11",33
"12/6/2014 12",33
"12/6/2014 13",38
"12/6/2014 14",37
"12/6/2014 15",35
"12/6/2014 16",47
"12/6/2014 17",17
"12/6/2014 18",21
"12/6/2014 19",22
"12/6/2014 2",1
"12/6/2014 20",13
"12/6/2014 21",13
"12/6/2014 22",11
"12/6/2014 23",13
"12/6/2014 3",2
"12/6/2014 4",1
"12/6/2014 6",1
"12/6/2014 7",6
"12/6/2014 8",13
"12/6/2014 9",15
"12/7/2013 0",3
"12/7/2013 1",3
"12/7/2013 10",17
"12/7/2013 11",37
"12/7/2013 12",29
"12/7/2013 13",40
"12/7/2013 14",16
"12/7/2013 15",31
"12/7/2013 16",13
"12/7/2013 17",20
"12/7/2013 18",12
"12/7/2013 19",7
"12/7/2013 2",2
"12/7/2013 20",4
"12/7/2013 21",7
"12/7/2013 22",4
"12/7/2013 23",2
"12/7/2013 6",2
"12/7/2013 7",1
"12/7/2013 8",10
"12/7/2013 9",17
"12/7/2014 0",7
"12/7/2014 1",3
"12/7/2014 10",23
"12/7/2014 11",34
"12/7/2014 12",28
"12/7/2014 13",16
"12/7/2014 14",32
"12/7/2014 15",20
"12/7/2014 16",23
"12/7/2014 17",16
"12/7/2014 18",16
"12/7/2014 19",8
"12/7/2014 2",4
"12/7/2014 20",15
"12/7/2014 21",10
"12/7/2014 22",1
"12/7/2014 23",7
"12/7/2014 3",1
"12/7/2014 4",1
"12/7/2014 5",1
"12/7/2014 6",3
"12/7/2014 7",6
"12/7/2014 8",8
"12/7/2014 9",13
"12/8/2013 0",2
"12/8/2013 1",3
"12/8/2013 10",28
"12/8/2013 11",27
"12/8/2013 12",26
"12/8/2013 13",19
"12/8/2013 14",30
"12/8/2013 15",35
"12/8/2013 16",18
"12/8/2013 17",18
"12/8/2013 18",10
"12/8/2013 19",6
"12/8/2013 20",4
"12/8/2013 21",6
"12/8/2013 22",4
"12/8/2013 23",4
"12/8/2013 5",1
"12/8/2013 7",4
"12/8/2013 8",8
"12/8/2013 9",21
"12/8/2014 0",2
"12/8/2014 10",44
"12/8/2014 11",42
"12/8/2014 12",51
"12/8/2014 13",41
"12/8/2014 14",36
"12/8/2014 15",54
"12/8/2014 16",129
"12/8/2014 17",188
"12/8/2014 18",133
"12/8/2014 19",63
"12/8/2014 20",46
"12/8/2014 21",22
"12/8/2014 22",11
"12/8/2014 23",10
"12/8/2014 4",1
"12/8/2014 5",6
"12/8/2014 6",35
"12/8/2014 7",105
"12/8/2014 8",210
"12/8/2014 9",134
"12/9/2013 1",2
"12/9/2013 10",46
"12/9/2013 11",23
"12/9/2013 12",28
"12/9/2013 13",36
"12/9/2013 14",21
"12/9/2013 15",34
"12/9/2013 16",73
"12/9/2013 17",100
"12/9/2013 18",76
"12/9/2013 19",33
"12/9/2013 2",1
"12/9/2013 20",28
"12/9/2013 21",14
"12/9/2013 22",8
"12/9/2013 23",1
"12/9/2013 4",2
"12/9/2013 5",3
"12/9/2013 6",21
"12/9/2013 7",52
"12/9/2013 8",116
"12/9/2013 9",89
"12/9/2014 0",4
"12/9/2014 1",1
"12/9/2014 10",41
"12/9/2014 11",45
"12/9/2014 12",40
"12/9/2014 13",39
"12/9/2014 14",43
"12/9/2014 15",59
"12/9/2014 16",116
"12/9/2014 17",164
"12/9/2014 18",125
"12/9/2014 19",65
"12/9/2014 20",33
"12/9/2014 21",25
"12/9/2014 22",7
"12/9/2014 23",5
"12/9/2014 3",1
"12/9/2014 5",7
"12/9/2014 6",30
"12/9/2014 7",95
"12/9/2014 8",204
"12/9/2014 9",156
"2/1/2014 0",2
"2/1/2014 1",5
"2/1/2014 10",32
"2/1/2014 11",36
"2/1/2014 12",32
"2/1/2014 13",37
"2/1/2014 14",41
"2/1/2014 15",38
"2/1/2014 16",29
"2/1/2014 17",33
"2/1/2014 18",14
"2/1/2014 19",12
"2/1/2014 2",1
"2/1/2014 20",5
"2/1/2014 21",8
"2/1/2014 22",6
"2/1/2014 23",5
"2/1/2014 5",4
"2/1/2014 6",4
"2/1/2014 7",8
"2/1/2014 8",12
"2/1/2014 9",19
"2/1/2015 0",1
"2/1/2015 1",3
"2/1/2015 10",16
"2/1/2015 11",20
"2/1/2015 12",22
"2/1/2015 13",34
"2/1/2015 14",27
"2/1/2015 15",21
"2/1/2015 16",17
"2/1/2015 17",8
"2/1/2015 18",8
"2/1/2015 19",9
"2/1/2015 20",12
"2/1/2015 21",7
"2/1/2015 22",4
"2/1/2015 23",2
"2/1/2015 6",1
"2/1/2015 7",7
"2/1/2015 8",12
"2/1/2015 9",20
"2/10/2014 10",34
"2/10/2014 11",27
"2/10/2014 12",34
"2/10/2014 13",36
"2/10/2014 14",34
"2/10/2014 15",25
"2/10/2014 16",72
"2/10/2014 17",111
"2/10/2014 18",67
"2/10/2014 19",41
"2/10/2014 20",27
"2/10/2014 21",15
"2/10/2014 22",6
"2/10/2014 23",2
"2/10/2014 5",8
"2/10/2014 6",18
"2/10/2014 7",60
"2/10/2014 8",99
"2/10/2014 9",87
"2/10/2015 0",2
"2/10/2015 1",3
"2/10/2015 10",54
"2/10/2015 11",40
"2/10/2015 12",59
"2/10/2015 13",45
"2/10/2015 14",25
"2/10/2015 15",48
"2/10/2015 16",124
"2/10/2015 17",181
"2/10/2015 18",132
"2/10/2015 19",62
"2/10/2015 20",32
"2/10/2015 21",20
"2/10/2015 22",14
"2/10/2015 23",6
"2/10/2015 4",3
"2/10/2015 5",10
"2/10/2015 6",31
"2/10/2015 7",104
"2/10/2015 8",224
"2/10/2015 9",149
"2/11/2014 0",2
"2/11/2014 10",40
"2/11/2014 11",34
"2/11/2014 12",60
"2/11/2014 13",31
"2/11/2014 14",23
"2/11/2014 15",37
"2/11/2014 16",95
"2/11/2014 17",100
"2/11/2014 18",65
"2/11/2014 19",40
"2/11/2014 2",1
"2/11/2014 20",22
"2/11/2014 21",22
"2/11/2014 22",9
"2/11/2014 23",7
"2/11/2014 4",2
"2/11/2014 5",5
"2/11/2014 6",33
"2/11/2014 7",64
"2/11/2014 8",138
"2/11/2014 9",109
"2/11/2015 0",3
"2/11/2015 10",40
"2/11/2015 11",43
"2/11/2015 12",42
"2/11/2015 13",38
"2/11/2015 14",31
"2/11/2015 15",44
"2/11/2015 16",119
"2/11/2015 17",191
"2/11/2015 18",130
"2/11/2015 19",55
"2/11/2015 20",42
"2/11/2015 21",26
"2/11/2015 22",18
"2/11/2015 23",9
"2/11/2015 4",3
"2/11/2015 5",11
"2/11/2015 6",31
"2/11/2015 7",101
"2/11/2015 8",212
"2/11/2015 9",154
"2/12/2014 0",3
"2/12/2014 1",1
"2/12/2014 10",46
"2/12/2014 11",36
"2/12/2014 12",55
"2/12/2014 13",41
"2/12/2014 14",34
"2/12/2014 15",48
"2/12/2014 16",101
"2/12/2014 17",105
"2/12/2014 18",91
"2/12/2014 19",46
"2/12/2014 2",1
"2/12/2014 20",33
"2/12/2014 21",19
"2/12/2014 22",14
"2/12/2014 23",3
"2/12/2014 5",9
"2/12/2014 6",23
"2/12/2014 7",66
"2/12/2014 8",144
"2/12/2014 9",96
"2/12/2015 0",4
"2/12/2015 10",44
"2/12/2015 11",39
"2/12/2015 12",48
"2/12/2015 13",44
"2/12/2015 14",34
"2/12/2015 15",43
"2/12/2015 16",111
"2/12/2015 17",187
"2/12/2015 18",109
"2/12/2015 19",69
"2/12/2015 20",27
"2/12/2015 21",26
"2/12/2015 22",10
"2/12/2015 23",13
"2/12/2015 4",3
"2/12/2015 5",11
"2/12/2015 6",30
"2/12/2015 7",93
"2/12/2015 8",198
"2/12/2015 9",162
"2/13/2014 0",2
"2/13/2014 10",43
"2/13/2014 11",42
"2/13/2014 12",53
"2/13/2014 13",47
"2/13/2014 14",41
"2/13/2014 15",44
"2/13/2014 16",71
"2/13/2014 17",113
"2/13/2014 18",74
"2/13/2014 19",39
"2/13/2014 2",2
"2/13/2014 20",24
"2/13/2014 21",11
"2/13/2014 22",7
"2/13/2014 23",6
"2/13/2014 3",1
"2/13/2014 5",8
"2/13/2014 6",24
"2/13/2014 7",62
"2/13/2014 8",138
"2/13/2014 9",85
"2/13/2015 0",1
"2/13/2015 1",1
"2/13/2015 10",54
"2/13/2015 11",41
"2/13/2015 12",63
"2/13/2015 13",59
"2/13/2015 14",60
"2/13/2015 15",70
"2/13/2015 16",129
"2/13/2015 17",186
"2/13/2015 18",94
"2/13/2015 19",36
"2/13/2015 20",16
"2/13/2015 21",16
"2/13/2015 22",7
"2/13/2015 23",17
"2/13/2015 3",2
"2/13/2015 4",1
"2/13/2015 5",8
"2/13/2015 6",27
"2/13/2015 7",90
"2/13/2015 8",193
"2/13/2015 9",124
"2/14/2014 0",2
"2/14/2014 1",3
"2/14/2014 10",61
"2/14/2014 11",39
"2/14/2014 12",48
"2/14/2014 13",57
"2/14/2014 14",40
"2/14/2014 15",64
"2/14/2014 16",86
"2/14/2014 17",114
"2/14/2014 18",70
"2/14/2014 19",35
"2/14/2014 2",2
"2/14/2014 20",21
"2/14/2014 21",10
"2/14/2014 22",7
"2/14/2014 23",11
"2/14/2014 4",1
"2/14/2014 5",7
"2/14/2014 6",16
"2/14/2014 7",53
"2/14/2014 8",118
"2/14/2014 9",93
"2/14/2015 0",4
"2/14/2015 1",10
"2/14/2015 10",34
"2/14/2015 11",28
"2/14/2015 12",53
"2/14/2015 13",52
"2/14/2015 14",71
"2/14/2015 15",55
"2/14/2015 16",38
"2/14/2015 17",59
"2/14/2015 18",32
"2/14/2015 19",22
"2/14/2015 2",1
"2/14/2015 20",14
"2/14/2015 21",15
"2/14/2015 22",9
"2/14/2015 23",6
"2/14/2015 3",2
"2/14/2015 5",1
"2/14/2015 6",8
"2/14/2015 7",6
"2/14/2015 8",17
"2/14/2015 9",26
"2/15/2014 0",6
"2/15/2014 1",3
"2/15/2014 10",25
"2/15/2014 11",33
"2/15/2014 12",25
"2/15/2014 13",51
"2/15/2014 14",24
"2/15/2014 15",50
"2/15/2014 16",40
"2/15/2014 17",21
"2/15/2014 18",22
"2/15/2014 19",18
"2/15/2014 20",30
"2/15/2014 21",4
"2/15/2014 22",10
"2/15/2014 23",4
"2/15/2014 4",2
"2/15/2014 5",2
"2/15/2014 6",4
"2/15/2014 7",9
"2/15/2014 8",12
"2/15/2014 9",20
"2/15/2015 0",4
"2/15/2015 10",22
"2/15/2015 11",28
"2/15/2015 12",38
"2/15/2015 13",45
"2/15/2015 14",37
"2/15/2015 15",46
"2/15/2015 16",26
"2/15/2015 17",36
"2/15/2015 18",16
"2/15/2015 19",7
"2/15/2015 2",1
"2/15/2015 20",14
"2/15/2015 21",7
"2/15/2015 22",6
"2/15/2015 23",3
"2/15/2015 6",2
"2/15/2015 7",1
"2/15/2015 8",10
"2/15/2015 9",26
"2/16/2014 0",2
"2/16/2014 1",1
"2/16/2014 10",33
"2/16/2014 11",28
"2/16/2014 12",53
"2/16/2014 13",34
