start_time,trip_count
"7/3/2015 19",17
"7/3/2015 2",1
"7/3/2015 20",23
"7/3/2015 21",21
"7/3/2015 22",9
"7/3/2015 23",6
"7/3/2015 4",1
"7/3/2015 5",1
"7/3/2015 6",6
"7/3/2015 7",8
"7/3/2015 8",23
"7/3/2015 9",17
"7/30/2014 0",3
"7/30/2014 1",1
"7/30/2014 10",57
"7/30/2014 11",48
"7/30/2014 12",61
"7/30/2014 13",59
"7/30/2014 14",53
"7/30/2014 15",53
"7/30/2014 16",118
"7/30/2014 17",193
"7/30/2014 18",125
"7/30/2014 19",72
"7/30/2014 20",48
"7/30/2014 21",20
"7/30/2014 22",10
"7/30/2014 23",6
"7/30/2014 5",6
"7/30/2014 6",29
"7/30/2014 7",101
"7/30/2014 8",164
"7/30/2014 9",124
"7/30/2015 10",60
"7/30/2015 11",46
"7/30/2015 12",51
"7/30/2015 13",46
"7/30/2015 14",24
"7/30/2015 15",42
"7/30/2015 16",114
"7/30/2015 17",197
"7/30/2015 18",133
"7/30/2015 19",56
"7/30/2015 20",30
"7/30/2015 21",15
"7/30/2015 22",9
"7/30/2015 23",12
"7/30/2015 3",2
"7/30/2015 4",2
"7/30/2015 5",7
"7/30/2015 6",34
"7/30/2015 7",89
"7/30/2015 8",236
"7/30/2015 9",125
"7/31/2014 0",2
"7/31/2014 1",1
"7/31/2014 10",56
"7/31/2014 11",54
"7/31/2014 12",56
"7/31/2014 13",35
"7/31/2014 14",55
"7/31/2014 15",67
"7/31/2014 16",116
"7/31/2014 17",163
"7/31/2014 18",108
"7/31/2014 19",52
"7/31/2014 20",34
"7/31/2014 21",26
"7/31/2014 22",11
"7/31/2014 23",6
"7/31/2014 4",1
"7/31/2014 5",9
"7/31/2014 6",34
"7/31/2014 7",94
"7/31/2014 8",165
"7/31/2014 9",115
"7/31/2015 1",1
"7/31/2015 10",52
"7/31/2015 11",30
"7/31/2015 12",47
"7/31/2015 13",49
"7/31/2015 14",50
"7/31/2015 15",70
"7/31/2015 16",139
"7/31/2015 17",169
"7/31/2015 18",88
"7/31/2015 19",40
"7/31/2015 20",14
"7/31/2015 21",18
"7/31/2015 22",12
"7/31/2015 23",9
"7/31/2015 3",1
"7/31/2015 4",2
"7/31/2015 5",7
"7/31/2015 6",27
"7/31/2015 7",105
"7/31/2015 8",160
"7/31/2015 9",150
"7/4/2014 0",2
"7/4/2014 1",3
"7/4/2014 10",23
"7/4/2014 11",40
"7/4/2014 12",40
"7/4/2014 13",35
"7/4/2014 14",20
"7/4/2014 15",26
"7/4/2014 16",24
"7/4/2014 17",22
"7/4/2014 18",19
"7/4/2014 19",25
"7/4/2014 20",26
"7/4/2014 21",13
"7/4/2014 22",32
"7/4/2014 23",13
"7/4/2014 5",2
"7/4/2014 6",1
"7/4/2014 7",2
"7/4/2014 8",12
"7/4/2014 9",11
"7/4/2015 0",6
"7/4/2015 10",17
"7/4/2015 11",34
"7/4/2015 12",33
"7/4/2015 13",44
"7/4/2015 14",58
"7/4/2015 15",26
"7/4/2015 16",21
"7/4/2015 17",44
"7/4/2015 18",23
"7/4/2015 19",16
"7/4/2015 20",26
"7/4/2015 21",15
"7/4/2015 22",30
"7/4/2015 23",11
"7/4/2015 4",1
"7/4/2015 6",1
"7/4/2015 7",7
"7/4/2015 8",17
"7/4/2015 9",19
"7/5/2014 0",5
"7/5/2014 1",5
"7/5/2014 10",21
"7/5/2014 11",40
"7/5/2014 12",43
"7/5/2014 13",38
"7/5/2014 14",26
"7/5/2014 15",31
"7/5/2014 16",40
"7/5/2014 17",37
"7/5/2014 18",33
"7/5/2014 19",12
"7/5/2014 2",1
"7/5/2014 20",7
"7/5/2014 21",10
"7/5/2014 22",8
"7/5/2014 23",4
"7/5/2014 7",4
"7/5/2014 8",6
"7/5/2014 9",11
"7/5/2015 1",1
"7/5/2015 10",15
"7/5/2015 11",25
"7/5/2015 12",28
"7/5/2015 13",15
"7/5/2015 14",33
"7/5/2015 15",38
"7/5/2015 16",24
"7/5/2015 17",34
"7/5/2015 18",22
"7/5/2015 19",10
"7/5/2015 20",5
"7/5/2015 21",1
"7/5/2015 22",2
"7/5/2015 5",2
"7/5/2015 6",2
"7/5/2015 7",3
"7/5/2015 8",8
"7/5/2015 9",20
"7/6/2014 0",7
"7/6/2014 1",4
"7/6/2014 10",25
"7/6/2014 11",32
"7/6/2014 12",30
"7/6/2014 13",34
"7/6/2014 14",36
"7/6/2014 15",48
"7/6/2014 16",26
"7/6/2014 17",21
"7/6/2014 18",27
"7/6/2014 19",18
"7/6/2014 2",2
"7/6/2014 20",15
"7/6/2014 21",6
"7/6/2014 22",8
"7/6/2014 23",1
"7/6/2014 3",1
"7/6/2014 7",2
"7/6/2014 8",3
"7/6/2014 9",19
"7/6/2015 0",1
"7/6/2015 10",61
"7/6/2015 11",26
"7/6/2015 12",33
"7/6/2015 13",51
"7/6/2015 14",40
"7/6/2015 15",47
"7/6/2015 16",125
"7/6/2015 17",177
"7/6/2015 18",110
"7/6/2015 19",62
"7/6/2015 20",34
"7/6/2015 21",17
"7/6/2015 22",5
"7/6/2015 23",6
"7/6/2015 4",3
"7/6/2015 5",6
"7/6/2015 6",24
"7/6/2015 7",89
"7/6/2015 8",189
"7/6/2015 9",136
"7/7/2014 0",1
"7/7/2014 10",52
"7/7/2014 11",34
"7/7/2014 12",39
"7/7/2014 13",41
"7/7/2014 14",25
"7/7/2014 15",46
"7/7/2014 16",99
"7/7/2014 17",184
"7/7/2014 18",125
"7/7/2014 19",57
"7/7/2014 20",42
"7/7/2014 21",20
"7/7/2014 22",10
"7/7/2014 23",3
"7/7/2014 3",1
"7/7/2014 4",1
"7/7/2014 5",5
"7/7/2014 6",27
"7/7/2014 7",106
"7/7/2014 8",182
"7/7/2014 9",110
"7/7/2015 0",4
"7/7/2015 1",1
"7/7/2015 10",52
"7/7/2015 11",50
"7/7/2015 12",58
"7/7/2015 13",37
"7/7/2015 14",23
"7/7/2015 15",57
"7/7/2015 16",126
"7/7/2015 17",185
"7/7/2015 18",152
"7/7/2015 19",66
"7/7/2015 2",1
"7/7/2015 20",32
"7/7/2015 21",25
"7/7/2015 22",15
"7/7/2015 23",9
"7/7/2015 4",3
"7/7/2015 5",9
"7/7/2015 6",32
"7/7/2015 7",103
"7/7/2015 8",200
"7/7/2015 9",119
"7/8/2014 0",2
"7/8/2014 10",38
"7/8/2014 11",35
"7/8/2014 12",54
"7/8/2014 13",28
"7/8/2014 14",21
"7/8/2014 15",41
"7/8/2014 16",106
"7/8/2014 17",178
"7/8/2014 18",121
"7/8/2014 19",66
"7/8/2014 20",37
"7/8/2014 21",17
"7/8/2014 22",9
"7/8/2014 23",1
"7/8/2014 5",10
"7/8/2014 6",28
"7/8/2014 7",100
"7/8/2014 8",190
"7/8/2014 9",119
"7/8/2015 0",1
"7/8/2015 1",3
"7/8/2015 10",47
"7/8/2015 11",43
"7/8/2015 12",51
"7/8/2015 13",40
"7/8/2015 14",26
"7/8/2015 15",53
"7/8/2015 16",130
"7/8/2015 17",206
"7/8/2015 18",144
"7/8/2015 19",60
"7/8/2015 20",38
"7/8/2015 21",24
"7/8/2015 22",11
"7/8/2015 23",7
"7/8/2015 4",2
"7/8/2015 5",12
"7/8/2015 6",37
"7/8/2015 7",115
"7/8/2015 8",231
"7/8/2015 9",124
"7/9/2014 0",1
"7/9/2014 10",51
"7/9/2014 11",42
"7/9/2014 12",50
"7/9/2014 13",44
"7/9/2014 14",27
"7/9/2014 15",51
"7/9/2014 16",88
"7/9/2014 17",199
"7/9/2014 18",139
"7/9/2014 19",77
"7/9/2014 2",1
"7/9/2014 20",41
"7/9/2014 21",31
"7/9/2014 22",25
"7/9/2014 23",7
"7/9/2014 4",1
"7/9/2014 5",6
"7/9/2014 6",29
"7/9/2014 7",103
"7/9/2014 8",187
"7/9/2014 9",147
"7/9/2015 0",6
"7/9/2015 1",1
"7/9/2015 10",44
"7/9/2015 11",39
"7/9/2015 12",43
"7/9/2015 13",26
"7/9/2015 14",30
"7/9/2015 15",48
"7/9/2015 16",93
"7/9/2015 17",184
"7/9/2015 18",142
"7/9/2015 19",53
"7/9/2015 20",34
"7/9/2015 21",7
"7/9/2015 22",7
"7/9/2015 23",5
"7/9/2015 4",2
"7/9/2015 5",7
"7/9/2015 6",24
"7/9/2015 7",111
"7/9/2015 8",208
"7/9/2015 9",143
"8/1/2014 0",4
"8/1/2014 1",1
"8/1/2014 10",51
"8/1/2014 11",72
"8/1/2014 12",60
"8/1/2014 13",59
"8/1/2014 14",43
"8/1/2014 15",54
"8/1/2014 16",112
"8/1/2014 17",158
"8/1/2014 18",68
"8/1/2014 19",57
"8/1/2014 20",23
"8/1/2014 21",20
"8/1/2014 22",18
"8/1/2014 23",7
"8/1/2014 3",1
"8/1/2014 4",2
"8/1/2014 5",9
"8/1/2014 6",23
"8/1/2014 7",83
"8/1/2014 8",131
"8/1/2014 9",106
"8/1/2015 0",2
"8/1/2015 10",32
"8/1/2015 11",28
"8/1/2015 12",41
"8/1/2015 13",38
"8/1/2015 14",39
"8/1/2015 15",33
"8/1/2015 16",42
"8/1/2015 17",29
"8/1/2015 18",15
"8/1/2015 19",14
"8/1/2015 2",3
"8/1/2015 20",18
"8/1/2015 21",21
"8/1/2015 22",17
"8/1/2015 23",6
"8/1/2015 6",3
"8/1/2015 7",9
"8/1/2015 8",10
"8/1/2015 9",25
"8/10/2014 0",9
"8/10/2014 10",8
"8/10/2014 11",27
"8/10/2014 12",43
"8/10/2014 13",46
"8/10/2014 14",34
"8/10/2014 15",41
"8/10/2014 16",59
"8/10/2014 17",34
"8/10/2014 18",39
"8/10/2014 19",25
"8/10/2014 2",1
"8/10/2014 20",24
"8/10/2014 21",13
"8/10/2014 22",8
"8/10/2014 23",4
"8/10/2014 4",1
"8/10/2014 5",1
"8/10/2014 6",2
"8/10/2014 7",2
"8/10/2014 8",6
"8/10/2014 9",9
"8/10/2015 0",6
"8/10/2015 10",49
"8/10/2015 11",31
"8/10/2015 12",36
"8/10/2015 13",33
"8/10/2015 14",36
"8/10/2015 15",40
"8/10/2015 16",135
"8/10/2015 17",186
"8/10/2015 18",122
"8/10/2015 19",64
"8/10/2015 20",26
"8/10/2015 21",11
"8/10/2015 22",9
"8/10/2015 23",4
"8/10/2015 3",1
"8/10/2015 4",3
"8/10/2015 5",7
"8/10/2015 6",35
"8/10/2015 7",119
"8/10/2015 8",181
"8/10/2015 9",150
"8/11/2014 10",41
"8/11/2014 11",48
"8/11/2014 12",36
"8/11/2014 13",38
"8/11/2014 14",45
"8/11/2014 15",49
"8/11/2014 16",118
"8/11/2014 17",172
"8/11/2014 18",128
"8/11/2014 19",50
"8/11/2014 20",35
"8/11/2014 21",11
"8/11/2014 22",8
"8/11/2014 23",15
"8/11/2014 4",1
"8/11/2014 5",6
"8/11/2014 6",28
"8/11/2014 7",122
"8/11/2014 8",170
"8/11/2014 9",113
"8/11/2015 0",4
"8/11/2015 10",58
"8/11/2015 11",47
"8/11/2015 12",57
"8/11/2015 13",41
"8/11/2015 14",39
"8/11/2015 15",65
"8/11/2015 16",132
"8/11/2015 17",215
"8/11/2015 18",129
"8/11/2015 19",58
"8/11/2015 20",26
"8/11/2015 21",16
"8/11/2015 22",12
"8/11/2015 23",6
"8/11/2015 3",1
"8/11/2015 4",3
"8/11/2015 5",7
"8/11/2015 6",32
"8/11/2015 7",101
"8/11/2015 8",208
"8/11/2015 9",140
"8/12/2014 0",5
"8/12/2014 1",1
"8/12/2014 10",46
"8/12/2014 11",50
"8/12/2014 12",56
"8/12/2014 13",45
"8/12/2014 14",33
"8/12/2014 15",63
"8/12/2014 16",107
"8/12/2014 17",193
"8/12/2014 18",132
"8/12/2014 19",61
"8/12/2014 2",5
"8/12/2014 20",38
"8/12/2014 21",20
"8/12/2014 22",26
"8/12/2014 23",12
"8/12/2014 3",1
"8/12/2014 4",1
"8/12/2014 5",6
"8/12/2014 6",38
"8/12/2014 7",114
"8/12/2014 8",214
"8/12/2014 9",113
"8/12/2015 0",1
"8/12/2015 1",1
"8/12/2015 10",57
"8/12/2015 11",44
"8/12/2015 12",66
"8/12/2015 13",38
"8/12/2015 14",25
"8/12/2015 15",57
"8/12/2015 16",127
"8/12/2015 17",204
"8/12/2015 18",122
"8/12/2015 19",72
"8/12/2015 20",37
"8/12/2015 21",21
"8/12/2015 22",12
"8/12/2015 23",6
"8/12/2015 3",1
"8/12/2015 4",4
"8/12/2015 5",6
"8/12/2015 6",36
"8/12/2015 7",91
"8/12/2015 8",207
"8/12/2015 9",165
"8/13/2014 0",1
"8/13/2014 10",57
"8/13/2014 11",43
"8/13/2014 12",61
"8/13/2014 13",56
"8/13/2014 14",48
"8/13/2014 15",53
"8/13/2014 16",105
"8/13/2014 17",154
"8/13/2014 18",106
"8/13/2014 19",61
"8/13/2014 20",27
"8/13/2014 21",21
"8/13/2014 22",11
"8/13/2014 23",4
"8/13/2014 4",2
"8/13/2014 5",6
"8/13/2014 6",30
"8/13/2014 7",105
"8/13/2014 8",171
"8/13/2014 9",125
"8/13/2015 0",1
"8/13/2015 1",3
"8/13/2015 10",61
"8/13/2015 11",52
"8/13/2015 12",70
"8/13/2015 13",56
"8/13/2015 14",36
"8/13/2015 15",59
"8/13/2015 16",115
"8/13/2015 17",171
"8/13/2015 18",128
"8/13/2015 19",87
"8/13/2015 20",25
"8/13/2015 21",13
"8/13/2015 22",18
"8/13/2015 23",7
"8/13/2015 3",1
"8/13/2015 4",2
"8/13/2015 5",6
"8/13/2015 6",32
"8/13/2015 7",111
"8/13/2015 8",203
"8/13/2015 9",144
"8/14/2014 1",2
"8/14/2014 10",42
"8/14/2014 11",56
"8/14/2014 12",74
"8/14/2014 13",36
"8/14/2014 14",52
"8/14/2014 15",52
"8/14/2014 16",106
"8/14/2014 17",138
"8/14/2014 18",110
"8/14/2014 19",62
"8/14/2014 20",23
"8/14/2014 21",19
"8/14/2014 22",10
"8/14/2014 23",4
"8/14/2014 3",2
"8/14/2014 4",2
"8/14/2014 5",6
"8/14/2014 6",25
"8/14/2014 7",110
"8/14/2014 8",181
"8/14/2014 9",139
"8/14/2015 0",3
"8/14/2015 1",2
"8/14/2015 10",44
"8/14/2015 11",51
"8/14/2015 12",52
"8/14/2015 13",60
"8/14/2015 14",39
"8/14/2015 15",47
"8/14/2015 16",117
"8/14/2015 17",158
"8/14/2015 18",88
"8/14/2015 19",39
"8/14/2015 2",1
"8/14/2015 20",13
"8/14/2015 21",9
"8/14/2015 22",10
"8/14/2015 23",7
"8/14/2015 3",1
"8/14/2015 4",2
"8/14/2015 5",7
"8/14/2015 6",28
"8/14/2015 7",87
"8/14/2015 8",189
"8/14/2015 9",128
"8/15/2014 0",2
"8/15/2014 1",1
"8/15/2014 10",50
"8/15/2014 11",61
"8/15/2014 12",65
"8/15/2014 13",56
"8/15/2014 14",41
"8/15/2014 15",64
"8/15/2014 16",99
"8/15/2014 17",145
"8/15/2014 18",88
"8/15/2014 19",40
"8/15/2014 2",2
"8/15/2014 20",23
"8/15/2014 21",20
"8/15/2014 22",15
"8/15/2014 23",12
"8/15/2014 3",2
"8/15/2014 4",2
"8/15/2014 5",4
"8/15/2014 6",22
"8/15/2014 7",72
"8/15/2014 8",169
"8/15/2014 9",124
"8/15/2015 0",10
"8/15/2015 1",1
"8/15/2015 10",29
"8/15/2015 11",50
"8/15/2015 12",27
"8/15/2015 13",48
"8/15/2015 14",50
"8/15/2015 15",31
"8/15/2015 16",42
"8/15/2015 17",39
"8/15/2015 18",24
"8/15/2015 19",22
"8/15/2015 20",15
"8/15/2015 21",11
"8/15/2015 22",6
"8/15/2015 23",3
"8/15/2015 5",3
"8/15/2015 6",1
"8/15/2015 7",6
"8/15/2015 8",15
"8/15/2015 9",18
"8/16/2014 0",2
"8/16/2014 1",1
"8/16/2014 10",17
"8/16/2014 11",41
"8/16/2014 12",40
"8/16/2014 13",47
"8/16/2014 14",38
"8/16/2014 15",41
"8/16/2014 16",49
"8/16/2014 17",24
"8/16/2014 18",39
"8/16/2014 19",18
"8/16/2014 2",2
"8/16/2014 20",14
"8/16/2014 21",9
"8/16/2014 22",2
"8/16/2014 23",9
"8/16/2014 6",2
"8/16/2014 7",5
"8/16/2014 8",10
"8/16/2014 9",15
"8/16/2015 0",2
"8/16/2015 1",2
"8/16/2015 10",40
"8/16/2015 11",24
"8/16/2015 12",17
"8/16/2015 13",32
"8/16/2015 14",30
"8/16/2015 15",34
"8/16/2015 16",42
"8/16/2015 17",27
"8/16/2015 18",28
"8/16/2015 19",33
"8/16/2015 20",10
"8/16/2015 21",11
"8/16/2015 22",6
"8/16/2015 23",3
"8/16/2015 5",1
"8/16/2015 6",2
"8/16/2015 7",3
"8/16/2015 8",18
"8/16/2015 9",28
"8/17/2014 0",1
"8/17/2014 1",6
"8/17/2014 10",23
"8/17/2014 11",27
"8/17/2014 12",44
"8/17/2014 13",43
"8/17/2014 14",31
"8/17/2014 15",42
"8/17/2014 16",33
"8/17/2014 17",27
"8/17/2014 18",36
"8/17/2014 19",15
"8/17/2014 2",1
"8/17/2014 20",16
"8/17/2014 21",7
"8/17/2014 22",9
"8/17/2014 23",4
"8/17/2014 6",5
"8/17/2014 7",5
"8/17/2014 8",12
"8/17/2014 9",15
"8/17/2015 0",7
"8/17/2015 1",3
"8/17/2015 10",62
"8/17/2015 11",36
"8/17/2015 12",50
"8/17/2015 13",55
"8/17/2015 14",34
"8/17/2015 15",56
"8/17/2015 16",123
"8/17/2015 17",205
"8/17/2015 18",127
"8/17/2015 19",75
"8/17/2015 2",1
"8/17/2015 20",23
"8/17/2015 21",12
"8/17/2015 22",11
"8/17/2015 23",5
"8/17/2015 3",1
"8/17/2015 4",2
"8/17/2015 5",7
"8/17/2015 6",30
"8/17/2015 7",111
"8/17/2015 8",226
"8/17/2015 9",156
"8/18/2014 0",6
"8/18/2014 1",4
"8/18/2014 10",46
"8/18/2014 11",43
"8/18/2014 12",44
"8/18/2014 13",49
"8/18/2014 14",42
"8/18/2014 15",41
"8/18/2014 16",109
"8/18/2014 17",185
"8/18/2014 18",112
"8/18/2014 19",77
"8/18/2014 2",3
"8/18/2014 20",23
"8/18/2014 21",26
"8/18/2014 22",15
"8/18/2014 23",4
"8/18/2014 4",1
"8/18/2014 5",8
"8/18/2014 6",24
"8/18/2014 7",95
"8/18/2014 8",199
"8/18/2014 9",121
"8/18/2015 0",4
"8/18/2015 10",56
"8/18/2015 11",41
"8/18/2015 12",55
"8/18/2015 13",31
"8/18/2015 14",38
"8/18/2015 15",51
"8/18/2015 16",121
"8/18/2015 17",200
"8/18/2015 18",149
"8/18/2015 19",67
"8/18/2015 20",23
"8/18/2015 21",12
"8/18/2015 22",14
"8/18/2015 23",5
"8/18/2015 3",1
"8/18/2015 4",2
"8/18/2015 5",6
"8/18/2015 6",28
"8/18/2015 7",118
"8/18/2015 8",233
"8/18/2015 9",152
"8/19/2014 0",2
"8/19/2014 1",1
"8/19/2014 10",43
"8/19/2014 11",48
"8/19/2014 12",51
"8/19/2014 13",39
"8/19/2014 14",41
"8/19/2014 15",55
"8/19/2014 16",110
"8/19/2014 17",184
"8/19/2014 18",131
"8/19/2014 19",52
"8/19/2014 20",38
"8/19/2014 21",23
"8/19/2014 22",14
"8/19/2014 23",6
"8/19/2014 4",2
"8/19/2014 5",8
"8/19/2014 6",23
"8/19/2014 7",112
"8/19/2014 8",185
"8/19/2014 9",111
"8/19/2015 0",1
"8/19/2015 1",2
"8/19/2015 10",48
"8/19/2015 11",30
"8/19/2015 12",48
"8/19/2015 13",40
"8/19/2015 14",25
"8/19/2015 15",49
"8/19/2015 16",131
"8/19/2015 17",198
"8/19/2015 18",129
"8/19/2015 19",70
"8/19/2015 20",26
"8/19/2015 21",16
"8/19/2015 22",6
"8/19/2015 23",5
"8/19/2015 3",1
"8/19/2015 4",4
"8/19/2015 5",6
"8/19/2015 6",35
"8/19/2015 7",114
"8/19/2015 8",218
"8/19/2015 9",151
"8/2/2014 0",8
"8/2/2014 10",20
"8/2/2014 11",36
"8/2/2014 12",28
"8/2/2014 13",28
"8/2/2014 14",31
"8/2/2014 15",24
"8/2/2014 16",36
"8/2/2014 17",33
"8/2/2014 18",39
"8/2/2014 19",24
"8/2/2014 2",1
"8/2/2014 20",12
"8/2/2014 21",7
"8/2/2014 22",9
"8/2/2014 23",8
"8/2/2014 3",1
"8/2/2014 4",1
"8/2/2014 5",1
"8/2/2014 6",1
"8/2/2014 7",2
"8/2/2014 8",15
"8/2/2014 9",22
"8/2/2015 0",4
"8/2/2015 1",1
"8/2/2015 10",24
"8/2/2015 11",21
"8/2/2015 12",16
"8/2/2015 13",42
"8/2/2015 14",30
"8/2/2015 15",27
"8/2/2015 16",24
"8/2/2015 17",19
"8/2/2015 18",14
"8/2/2015 19",17
"8/2/2015 2",2
"8/2/2015 20",12
"8/2/2015 21",15
"8/2/2015 22",9
"8/2/2015 23",6
"8/2/2015 5",1
"8/2/2015 6",1
"8/2/2015 7",4
"8/2/2015 8",14
"8/2/2015 9",17
"8/20/2014 0",2
"8/20/2014 1",5
"8/20/2014 10",54
"8/20/2014 11",53
"8/20/2014 12",46
"8/20/2014 13",51
"8/20/2014 14",37
"8/20/2014 15",36
"8/20/2014 16",119
"8/20/2014 17",176
"8/20/2014 18",140
"8/20/2014 19",71
"8/20/2014 2",3
"8/20/2014 20",40
"8/20/2014 21",17
"8/20/2014 22",16
"8/20/2014 23",4
"8/20/2014 4",4
"8/20/2014 5",4
"8/20/2014 6",33
"8/20/2014 7",98
"8/20/2014 8",199
"8/20/2014 9",119
"8/20/2015 0",3
"8/20/2015 10",54
"8/20/2015 11",32
"8/20/2015 12",42
"8/20/2015 13",40
"8/20/2015 14",43
"8/20/2015 15",61
"8/20/2015 16",115
"8/20/2015 17",202
"8/20/2015 18",120
"8/20/2015 19",62
"8/20/2015 2",3
"8/20/2015 20",35
"8/20/2015 21",15
"8/20/2015 22",10
"8/20/2015 23",8
"8/20/2015 3",1
"8/20/2015 4",2
"8/20/2015 5",12
"8/20/2015 6",38
"8/20/2015 7",105
"8/20/2015 8",218
"8/20/2015 9",132
"8/21/2014 10",41
"8/21/2014 11",60
"8/21/2014 12",55
"8/21/2014 13",47
"8/21/2014 14",38
"8/21/2014 15",63
"8/21/2014 16",120
"8/21/2014 17",160
"8/21/2014 18",136
"8/21/2014 19",63
"8/21/2014 20",27
"8/21/2014 21",25
"8/21/2014 22",11
"8/21/2014 23",6
"8/21/2014 4",3
"8/21/2014 5",6
"8/21/2014 6",31
"8/21/2014 7",106
"8/21/2014 8",211
"8/21/2014 9",143
"8/21/2015 0",3
"8/21/2015 10",58
"8/21/2015 11",42
"8/21/2015 12",50
"8/21/2015 13",50
"8/21/2015 14",38
"8/21/2015 15",58
"8/21/2015 16",125
"8/21/2015 17",160
"8/21/2015 18",91
"8/21/2015 19",30
"8/21/2015 2",1
"8/21/2015 20",23
"8/21/2015 21",12
"8/21/2015 22",13
"8/21/2015 23",10
"8/21/2015 3",1
"8/21/2015 4",4
"8/21/2015 5",7
"8/21/2015 6",29
"8/21/2015 7",99
"8/21/2015 8",162
"8/21/2015 9",149
"8/22/2014 0",2
"8/22/2014 1",2
"8/22/2014 10",48
"8/22/2014 11",59
"8/22/2014 12",80
"8/22/2014 13",64
"8/22/2014 14",61
"8/22/2014 15",72
"8/22/2014 16",116
"8/22/2014 17",137
"8/22/2014 18",78
"8/22/2014 19",46
"8/22/2014 2",2
"8/22/2014 20",21
"8/22/2014 21",13
"8/22/2014 22",10
"8/22/2014 23",7
"8/22/2014 3",2
"8/22/2014 4",2
"8/22/2014 5",8
"8/22/2014 6",23
"8/22/2014 7",85
"8/22/2014 8",178
"8/22/2014 9",119
"8/22/2015 0",5
"8/22/2015 1",3
"8/22/2015 10",31
"8/22/2015 11",55
"8/22/2015 12",52
"8/22/2015 13",34
"8/22/2015 14",24
"8/22/2015 15",39
"8/22/2015 16",26
"8/22/2015 17",29
"8/22/2015 18",20
"8/22/2015 19",15
"8/22/2015 2",1
"8/22/2015 20",10
"8/22/2015 21",11
"8/22/2015 22",12
"8/22/2015 23",3
"8/22/2015 4",1
"8/22/2015 5",1
"8/22/2015 6",5
"8/22/2015 7",8
"8/22/2015 8",16
"8/22/2015 9",20
"8/23/2014 0",11
"8/23/2014 1",1
"8/23/2014 10",36
"8/23/2014 11",42
"8/23/2014 12",48
"8/23/2014 13",66
"8/23/2014 14",36
"8/23/2014 15",36
"8/23/2014 16",42
"8/23/2014 17",30
"8/23/2014 18",24
"8/23/2014 19",20
"8/23/2014 2",1
"8/23/2014 20",13
"8/23/2014 21",10
"8/23/2014 22",2
"8/23/2014 23",7
"8/23/2014 4",4
"8/23/2014 6",1
"8/23/2014 7",8
"8/23/2014 8",15
"8/23/2014 9",32
"8/23/2015 0",3
"8/23/2015 1",1
"8/23/2015 10",36
"8/23/2015 11",32
"8/23/2015 12",28
"8/23/2015 13",29
"8/23/2015 14",20
"8/23/2015 15",21
"8/23/2015 16",17
"8/23/2015 17",21
"8/23/2015 18",14
"8/23/2015 19",14
"8/23/2015 2",1
"8/23/2015 20",21
"8/23/2015 21",9
"8/23/2015 22",5
"8/23/2015 23",5
"8/23/2015 3",1
"8/23/2015 5",2
"8/23/2015 6",2
"8/23/2015 7",6
"8/23/2015 8",9
"8/23/2015 9",14
"8/24/2014 0",3
"8/24/2014 1",1
"8/24/2014 10",24
"8/24/2014 11",35
"8/24/2014 12",35
"8/24/2014 13",28
"8/24/2014 14",16
"8/24/2014 15",29
"8/24/2014 16",37
"8/24/2014 17",23
"8/24/2014 18",25
"8/24/2014 19",15
"8/24/2014 2",2
"8/24/2014 20",6
"8/24/2014 21",10
"8/24/2014 22",2
"8/24/2014 23",4
"8/24/2014 3",3
"8/24/2014 5",4
"8/24/2014 6",1
"8/24/2014 7",8
"8/24/2014 8",11
"8/24/2014 9",23
"8/24/2015 0",1
"8/24/2015 1",2
"8/24/2015 10",53
"8/24/2015 11",41
"8/24/2015 12",30
"8/24/2015 13",28
"8/24/2015 14",36
"8/24/2015 15",52
"8/24/2015 16",124
"8/24/2015 17",170
"8/24/2015 18",138
"8/24/2015 19",73
"8/24/2015 20",26
"8/24/2015 21",13
"8/24/2015 22",14
"8/24/2015 23",5
"8/24/2015 4",4
"8/24/2015 5",9
"8/24/2015 6",36
"8/24/2015 7",114
"8/24/2015 8",199
"8/24/2015 9",141
"8/25/2014 0",1
"8/25/2014 10",63
"8/25/2014 11",53
"8/25/2014 12",48
"8/25/2014 13",35
"8/25/2014 14",37
"8/25/2014 15",52
"8/25/2014 16",131
"8/25/2014 17",224
"8/25/2014 18",118
"8/25/2014 19",63
"8/25/2014 20",35
"8/25/2014 21",27
"8/25/2014 22",17
"8/25/2014 23",5
"8/25/2014 4",1
"8/25/2014 5",7
"8/25/2014 6",29
"8/25/2014 7",109
"8/25/2014 8",177
"8/25/2014 9",139
"8/25/2015 0",1
"8/25/2015 10",58
"8/25/2015 11",47
"8/25/2015 12",61
"8/25/2015 13",42
"8/25/2015 14",33
"8/25/2015 15",56
"8/25/2015 16",117
"8/25/2015 17",190
"8/25/2015 18",151
"8/25/2015 19",66
"8/25/2015 20",25
"8/25/2015 21",23
"8/25/2015 22",15
"8/25/2015 23",3
"8/25/2015 3",1
"8/25/2015 4",3
"8/25/2015 5",5
"8/25/2015 6",45
"8/25/2015 7",121
"8/25/2015 8",205
"8/25/2015 9",153
"8/26/2014 0",4
"8/26/2014 1",2
"8/26/2014 10",58
"8/26/2014 11",51
"8/26/2014 12",74
"8/26/2014 13",58
"8/26/2014 14",44
"8/26/2014 15",66
"8/26/2014 16",130
"8/26/2014 17",188
"8/26/2014 18",167
"8/26/2014 19",80
